reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
R013c,SESQNRO2+NO,VROCP3OXY2+2.00000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R014c,SESQNRO2+NO3,VROCP3OXY2+2.00000*NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R015c,SESQ+O3,0.98200*VROCP3OXY2+0.01800*VROCN2OXY2,1.2000E-14,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R016c,SESQ+HO,SESQRO2,1.9700E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R017c,SESQRO2+HO2,VROCP0OXY2,2.8400E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R019c,SESQRO2+NO3,VROCP3OXY2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R020c,SESQRO2+NO,0.24700*VROCP1OXY3+0.75300*VROCP3OXY2+0.75300*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_GLY,GLY,AGLYJ,HETERO_GLY,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_MGLY,MGLY,AGLYJ,HETERO_MGLY,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_N2O5,N2O5,2.00000*HNO3,HETERO_N2O5IJ,RACM2,mixed,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
HET_NO2,NO2,0.50000*HONO+0.50000*HNO3,HETERO_NO2,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_HO2,HO2,,HETERO_HO2,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Ivatt et al. 2022,https://doi.org/10.1038/s41561-022-00972-9,"HO2 radical uptake is based on Ivatt et al., 2022."
HET_NO3,NO3,HNO3,HETERO_NO3,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Zhu et al. 2024,https://doi.org/10.5194/acp-24-5265-2024,"NO3 radical uptake is based on Jacob, 2000 and Zhu et al., 2023."
HAL_Ozone,O3,,SEAWATER*minof6.701E-11*exp(1.074E+01*P),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
HET_IEPOX,IEPOX,IEPOXP,HETERO_IEPOX,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_ISO3TET,IEPOXP,AISO3NOSJ,HETERO_ISO3NOSJ,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_IEPOXOS,IEPOXP+ASO4J,AISO3OSJ,HETERO_ISO3OSJ,CRACMM1,mixed,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HET_IPX,IPX,AISO4J,2.0000E+00HETERO_IEPOX,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Heterogeneous uptake of isoprene derived nitrates (INALD) and isoprene derived tetrafunctional compounds (IPX) are set to be proportional to IEPOX uptake.
HET_INALD,INALD,AISO5J+HNO3,5.0000E-01HETERO_IEPOX,CRACMM2,mixed,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Heterogeneous uptake of isoprene derived nitrates (INALD) and isoprene derived tetrafunctional compounds (IPX) are set to be proportional to IEPOX uptake.
ROCALK1c,VROCP6ALK+HO,VROCP6ALKP,1.5300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK2c,VROCP5ALK+HO,VROCP5ALKP,1.6800E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK3c,VROCP4ALK+HO,VROCP4ALKP,2.2400E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK4c,VROCP3ALK+HO,VROCP3ALKP,2.6700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK5c,VROCP2ALK+HO,VROCP2ALKP,3.0900E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK6c,VROCP1ALK+HO,VROCP1ALKP,3.3800E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1001,HC10+HO,HC10P,1.1000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK7c,VROCP6ALKP+NO,0.72000*VROCP6ALKP2+0.28000*VROCP4OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK8c,VROCP5ALKP+NO,0.72000*VROCP5ALKP2+0.28000*VROCP3OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK9c,VROCP4ALKP+NO,0.72000*VROCP4ALKP2+0.28000*VROCP2OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK10c,VROCP3ALKP+NO,0.72000*VROCP3ALKP2+0.28000*VROCP1OXY1+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK11c,VROCP2ALKP+NO,0.72000*VROCP2ALKP2+0.28000*VROCP0OXY2+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK12c,VROCP1ALKP+NO,0.72000*VROCP1ALKP2+0.28000*VROCN1OXY1+0.72000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1002,HC10P+NO,0.74000*HC10P2+0.26000*ONIT+0.74000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK13c,VROCP6ALKP+NO3,VROCP6ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK14c,VROCP5ALKP+NO3,VROCP5ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK15c,VROCP4ALKP+NO3,VROCP4ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK16c,VROCP3ALKP+NO3,VROCP3ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK17c,VROCP2ALKP+NO3,VROCP2ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK18c,VROCP1ALKP+NO3,VROCP1ALKP2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1003,HC10P+NO3,HC10P2+NO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK19c,VROCP6ALKP+HO2,VROCP3OXY2,2.1700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK20c,VROCP5ALKP+HO2,VROCP2OXY2,2.2000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK21c,VROCP4ALKP+HO2,VROCP1OXY1,2.2500E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK22c,VROCP3ALKP+HO2,VROCP0OXY2,2.2600E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK23c,VROCP2ALKP+HO2,VROCN1OXY1,2.2700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK24c,VROCP1ALKP+HO2,VROCN2OXY2,2.2700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1004,HC10P+HO2,OP2,2.6600E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK25c,VROCP6ALKP2,HO2+VROCP3OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK26c,VROCP5ALKP2,HO2+VROCP2OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK27c,VROCP4ALKP2,HO2+VROCP1OXY1,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK28c,VROCP3ALKP2,HO2+VROCP0OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK29c,VROCP2ALKP2,HO2+VROCN1OXY1,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK30c,VROCP1ALKP2,HO2+VROCN2OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1005,HC10P2,HO2+VROCP4OXY2,1.8800E-01,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK31c,VROCP6ALKP2+NO,0.14000*VROCP2OXY2+0.86000*NO2+0.86000*VROCP3OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK32c,VROCP5ALKP2+NO,0.14000*VROCP1OXY3+0.86000*NO2+0.86000*VROCP2OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK33c,VROCP4ALKP2+NO,0.14000*VROCP0OXY2+0.86000*NO2+0.86000*VROCP1OXY1+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK34c,VROCP3ALKP2+NO,0.14000*VROCN1OXY1+0.86000*NO2+0.86000*VROCP0OXY2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK35c,VROCP2ALKP2+NO,0.14000*VROCN2OXY2+0.86000*NO2+0.86000*VROCN1OXY1+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK36c,VROCP1ALKP2+NO,VROCN2OXY2+0.86000*NO2+0.86000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1006,HC10P2+NO,0.12000*ONIT+0.88000*NO2+0.88000*KET+0.88000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK37c,VROCP6ALKP2+NO3,NO2+VROCP3OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK38c,VROCP5ALKP2+NO3,NO2+VROCP2OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK39c,VROCP4ALKP2+NO3,NO2+VROCP1OXY1+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK40c,VROCP3ALKP2+NO3,NO2+VROCP0OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK41c,VROCP2ALKP2+NO3,NO2+VROCN1OXY1+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK42c,VROCP1ALKP2+NO3,NO2+VROCN2OXY2+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1007,HC10P2+NO3,NO2+KET+HO2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK43c,VROCP6ALKP2+HO2,VROCP1OXY3,2.1700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK44c,VROCP5ALKP2+HO2,VROCP0OXY2,2.2000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK45c,VROCP4ALKP2+HO2,VROCN1OXY1,2.2500E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK46c,VROCP3ALKP2+HO2,VROCN2OXY2,2.2600E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK47c,VROCP2ALKP2+HO2,VROCN2OXY2,2.2700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCALK48c,VROCP1ALKP2+HO2,VROCN2OXY2,2.2700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
HC1008,HC10P2+HO2,VROCP2OXY2,2.6600E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO01,VROCP6ARO+HO,0.84000*VROCP6AROP+0.16000*HO2+0.16000*VROCP4OXY2,1.8100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO02,VROCP6AROP+HO2,0.05950*VROCP4OXY2+0.90480*VROCP1OXY3+0.03570*VROCN2OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO03,VROCP6AROP+NO,0.00010*VROCP4OXY2+0.00180*VROCP2OXY2+0.00010*VROCN1OXY3+0.99800*NO2+0.99800*HO2+0.05940*BALD+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO04,VROCP6AROP+NO3,NO2+0.94050*HO2+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO05,VROCP6AROP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO06,VROCP6AROP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO11,VROCP5ARO+HO,0.84000*VROCP5AROP+0.16000*HO2+0.16000*VROCP3OXY2,1.8100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO12,VROCP5AROP+HO2,0.05950*VROCP3OXY2+0.90480*VROCP0OXY2+0.03570*VROCN2OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO13,VROCP5AROP+NO,0.00010*VROCP3OXY2+0.00180*VROCP1OXY3+0.00010*VROCN2OXY4+0.99800*NO2+0.99800*HO2+0.05940*VROCP4OXY2+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO14,VROCP5AROP+NO3,NO2+0.94050*HO2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO15,VROCP5AROP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO16,VROCP5AROP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO21,NAPH+HO,0.84000*NAPHP+0.16000*HO2+0.16000*VROCP3OXY2,2.3100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO22,NAPHP+HO2,0.05950*VROCP3OXY2+0.90480*VROCP1OXY3+0.03570*VROCN2OXY8,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO23,NAPHP+NO,0.05950*VROCP4OXY2+0.00180*VROCP2OXY2+0.00010*VROCN2OXY8+0.99800*NO2+0.99800*HO2+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO24,NAPHP+NO3,NO2+0.94050*HO2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO25,NAPHP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO26,NAPHP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY1c,VROCN2OXY8+HO,HO+0.08540*VROCN2OXY8+0.25810*DCB1+0.25810*MEK+0.25810*ACD+0.25810*ALD+0.25810*MO2+0.25810*ETHP+0.25810*HC3P+0.25810*MEKP,5.9000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY2c,VROCN2OXY4+HO,HO+0.46400*VROCN2OXY8+0.19770*VROCN2OXY4+0.01210*VROCN1OXY6+0.01520*VROCN1OXY3+0.06240*VROCP0OXY4+0.03880*VROCP1OXY3+0.04910*VROCP2OXY2+0.03980*VROCP3OXY2+0.01830*VROCP4OXY2+0.03080*VOP3+0.00400*OP2+0.07940*DCB1+0.07940*MEK+0.07940*KET+0.07940*ACD+0.07940*ALD+0.07940*MO2+0.07940*ETHP+0.07940*HC3P+0.07940*MEKP+0.07940*HC5P+0.07940*KETP,6.0700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY3c,VROCN2OXY2+HO,HO+0.10410*VROCN2OXY8+0.56380*VROCN2OXY4+0.21410*VROCN2OXY2+0.01530*VROCN1OXY6+0.02980*VROCN1OXY3+0.00960*VROCN1OXY1+0.01890*VROCP0OXY4+0.04560*VROCP0OXY2+0.03140*VROCP1OXY3+0.01990*VROCP1OXY1+0.04590*VROCP2OXY2+0.04520*VROCP3OXY2+0.04550*VROCP4OXY2+0.03250*VROCP5OXY1+0.03690*VROCP6OXY1+0.00260*VOP3+0.03900*DCB1+0.03900*HKET+0.03900*MEK+0.03900*ACD+0.03900*ALD+0.03900*MO2+0.03900*ETHP+0.03900*HC3P+0.03900*MEKP+0.09250*HC5P,5.5400E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY4c,VROCN1OXY6+HO,HO+0.20360*VROCN2OXY8+0.00710*VROCN2OXY4+0.18400*DCB1+0.18400*MEK+0.18400*KET+0.18400*ACD+0.18400*ALD+0.18400*MO2+0.18400*ETHP+0.18400*HC3P+0.18400*MEKP+0.18400*HC5P,5.6300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY5c,VROCN1OXY3+HO,HO+0.27920*VROCN2OXY8+0.40250*VROCN2OXY4+0.00880*VROCN2OXY2+0.03190*VROCN1OXY6+0.00760*VROCN1OXY3+0.01940*VROCP0OXY4+0.01040*VROCP0OXY2+0.05100*VROCP1OXY3+0.00750*VROCP1OXY1+0.05120*VROCP2OXY2+0.04620*VROCP3OXY2+0.05120*VROCP4OXY2+0.01380*VROCP5OXY1+0.01350*OP2+0.06460*DCB1+0.06460*HKET+0.06460*MEK+0.06460*ACD+0.06460*ALD+0.06460*MO2+0.06460*ETHP+0.06460*HC3P+0.06460*MEKP+0.17530*HC5P,5.4600E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY6c,VROCN1OXY1+HO,HO+0.00740*VROCN2OXY8+0.11900*VROCN2OXY4+0.72610*VROCN2OXY2+0.01220*VROCN1OXY6+0.03050*VROCN1OXY3+0.00700*VROCN1OXY1+0.02910*VROCP0OXY4+0.04540*VROCP0OXY2+0.02340*VROCP1OXY3+0.03520*VROCP1OXY1+0.06240*VROCP2OXY2+0.05180*VROCP3OXY2+0.05090*VROCP4OXY2+0.03470*VROCP5OXY1+0.07480*VROCP6OXY1+0.01630*VOP3+0.00620*OP2+0.02440*DCB1+0.02440*HKET+0.02440*MEK+0.02440*ACD+0.02440*ALD+0.02440*MO2+0.02440*ETHP+0.02440*HC3P+0.02440*MEKP+0.05370*HC5P,4.5000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY7c,VROCP0OXY4+HO,HO+0.28220*VROCN2OXY8+0.11650*VROCN2OXY4+0.03200*VROCN1OXY6+0.01830*VROCN1OXY3+0.00110*VROCP0OXY4+0.06600*VROCP2OXY2+0.05350*VROCP3OXY2+0.02460*VROCP4OXY2+0.00540*OP2+0.10680*DCB1+0.10680*MEK+0.10680*KET+0.10680*ACD+0.10680*ALD+0.10680*MO2+0.10680*ETHP+0.10680*HC3P+0.10680*MEKP+0.10680*HC5P+0.10680*KETP,5.1700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY8c,VROCP0OXY2+HO,HO+0.06590*VROCN2OXY8+0.45790*VROCN2OXY4+0.11560*VROCN2OXY2+0.03250*VROCN1OXY6+0.06570*VROCN1OXY3+0.00460*VROCN1OXY1+0.03070*VROCP0OXY4+0.00240*VROCP0OXY2+0.03950*VROCP1OXY3+0.02150*VROCP1OXY1+0.05390*VROCP2OXY2+0.05160*VROCP3OXY2+0.05190*VROCP4OXY2+0.03710*VROCP5OXY1+0.04210*VROCP6OXY1+0.01050*VOP3+0.04450*DCB1+0.04450*HKET+0.04450*MEK+0.04450*ACD+0.04450*ALD+0.04450*MO2+0.04450*ETHP+0.04450*HC3P+0.04450*MEKP+0.10550*HC5P,4.7300E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY9c,VROCP1OXY3+HO,HO+0.17780*VROCN2OXY8+0.19240*VROCN2OXY4+0.00040*VROCN2OXY2+0.07400*VROCN1OXY6+0.04520*VROCN1OXY3+0.06310*VROCP0OXY4+0.00070*VROCP0OXY2+0.00060*VROCP1OXY3+0.02270*VROCP2OXY2+0.05850*VROCP3OXY2+0.06490*VROCP4OXY2+0.01740*VROCP5OXY1+0.01540*VOP3+0.01700*OP2+0.08180*DCB1+0.08180*HKET+0.08180*MEK+0.08180*ACD+0.08180*ALD+0.08180*MO2+0.08180*ETHP+0.08180*HC3P+0.08180*MEKP+0.22200*HC5P,4.6000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
